person,condition,trial,id,item_class,x,y,trial_p
1,ycup,5,24,2,0.085,0.674,5
1,ycup,5,25,2,0.155,0.316,5
1,ycup,5,26,2,0.135,0.302,5
1,ycup,5,27,2,0.135,0.356,5
1,ycup,5,28,2,0.101,0.336,5
1,ycup,5,29,2,0.169,0.336,5
1,ycup,5,30,2,0.135,0.336,5
1,ycup,5,31,2,0.225,0.499,5
1,ycup,5,32,2,0.205,0.539,5
1,ycup,5,33,2,0.157,0.499,5
1,ycup,5,34,2,0.211,0.479,5
1,ycup,5,35,2,0.225,0.529,5
1,ycup,5,36,2,0.171,0.455,5
1,ycup,5,37,2,0.225,0.189,5
1,ycup,5,38,2,0.245,0.175,5
1,ycup,5,39,2,0.245,0.121,5
1,ycup,5,40,2,0.245,0.155,5
1,ycup,5,41,2,0.225,0.135,5
1,ycup,5,42,2,0.28,0.121,5
1,ycup,5,43,2,0.225,0.795,5
1,ycup,5,44,2,0.211,0.839,5
1,ycup,5,45,2,0.225,0.873,5
1,ycup,5,46,2,0.225,0.819,5
1,ycup,5,47,2,0.266,0.819,5
1,ycup,5,48,2,0.245,0.839,5
1,ycup,5,49,2,0.352,0.581,5
1,ycup,5,50,2,0.298,0.596,5
1,ycup,5,51,2,0.298,0.65,5
1,ycup,5,52,2,0.318,0.636,5
1,ycup,5,53,2,0.352,0.616,5
1,ycup,5,54,2,0.352,0.646,5
1,ycup,5,55,2,0.354,0.425,5
1,ycup,5,56,2,0.3,0.35,5
